X trueY nnY L2norm
  0.7910117816      0.7910117816      0.7933840343      0.5627582852E-05
  0.2763548340      0.2763548340      0.2737043743      0.7024936753E-05
  0.2821926994      0.2821926994      0.2795173874      0.7157294190E-05
  0.7041323633      0.7041323633      0.7065421758      0.5807196652E-05
  0.8594880189      0.8594880189      0.8608306410      0.1802634172E-05
  0.5409322828E-01  0.5409322828E-01  0.5796690457E-01  0.1500536800E-04
  0.8316001537      0.8316001537      0.8334846932      0.3551489128E-05
  0.9306110274      0.9306110274      0.9297049640      0.8209507853E-06
  0.2232056647      0.2232056647      0.2210744510      0.4542071661E-05
  0.4815609357E-01  0.4815609357E-01  0.5238218258E-01  0.1785982830E-04
  0.5280228138      0.5280228138      0.5279714722      0.2635956700E-08
  0.9045871774      0.9045871774      0.9046570967      0.4888706848E-08
  0.8906354111      0.8906354111      0.8911540301      0.2689657144E-06
  0.6381044715      0.6381044715      0.6398542231      0.3061630715E-05
  0.1972829333      0.1972829333      0.1956144410      0.2783866259E-05
  0.9596607378      0.9596607378      0.9574407109      0.4928519516E-05
  0.6690479128      0.6690479128      0.6711651246      0.4482585819E-05
  0.6908949474      0.6908949474      0.6932117052      0.5367366644E-05
  0.9328448462      0.9328448462      0.9318463106      0.9970732686E-06
  0.8115814597      0.8115814597      0.8137489836      0.4698159763E-05
  0.1618586331      0.1618586331      0.1610691587      0.6232698967E-06
  0.3967811895      0.3967811895      0.3946470155      0.4554698856E-05
  0.4399303012E-01  0.4399303012E-01  0.4847256429E-01  0.2006622634E-04
  0.5390449596      0.5390449596      0.5391910258      0.2133532808E-07
  0.3342209747      0.3342209747      0.3315697335      0.7029079671E-05
  0.6931294634      0.6931294634      0.6954634753      0.5447611442E-05
  0.8727300606      0.8727300606      0.8737515908      0.1043523954E-05
  0.9858799605E-01  0.9858799605E-01  0.1001494672      0.2438192210E-05
  0.9306455271      0.9306455271      0.9297380462      0.8235215243E-06
  0.8129884115      0.8129884115      0.8151388091      0.4624209873E-05
  0.2489925936      0.2489925936      0.2465410633      0.6010000924E-05
  0.3901595942E-01  0.3901595942E-01  0.4380540094E-01  0.2293875010E-04
  0.9905176202      0.9905176202      0.9866277076      0.1513141972E-04
  0.1825128371      0.1825128371      0.1811750316      0.1789723483E-05
  0.4006673572      0.4006673572      0.3985793706      0.4359687963E-05
  0.2533999182      0.2533999182      0.2509068566      0.6215356563E-05
  0.1085668117      0.1085668117      0.1096868236      0.1254426790E-05
  0.6973197960      0.6973197960      0.6996844931      0.5591792369E-05
  0.8734479659      0.8734479659      0.8744508708      0.1005818348E-05
  0.7948167896      0.7948167896      0.7971574847      0.5478853482E-05
  0.3633100624      0.3633100624      0.3608419561      0.6091548664E-05
  0.9165666052      0.9165666052      0.9162101693      0.1270465100E-06
  0.5772066334      0.5772066334      0.5780210944      0.6633466818E-06
  0.5553349649      0.5553349649      0.5557704255      0.1896259215E-06
  0.7409393541      0.7409393541      0.7434815113      0.6462563054E-05
  0.7476384901      0.7476384901      0.7501827683      0.6473351725E-05
  0.3821514825      0.3821514825      0.3798566699      0.5266164561E-05
  0.3024905426      0.3024905426      0.2997739317      0.7379974782E-05
  0.9219829900      0.9219829900      0.9214210281      0.3158011930E-06
  0.1689917937      0.1689917937      0.1680013671      0.9809448978E-06
  0.1874356052      0.1874356052      0.1859820096      0.2112940130E-05
  0.3745055705      0.3745055705      0.3721356519      0.5616514143E-05
  0.3508189708      0.3508189708      0.3482589235      0.6553842160E-05
  0.2324234583      0.2324234583      0.2301622499      0.5113063574E-05
  0.4517054901      0.4517054901      0.4503378096      0.1870549940E-05
  0.9232638332      0.9232638332      0.9226520926      0.3742264901E-06
  0.7294732377      0.7294732377      0.7319954422      0.6361515445E-05
  0.5585798511      0.5585798511      0.5590723794      0.2425841934E-06
  0.5767903895      0.5767903895      0.5775977820      0.6518825635E-06
  0.9819330058      0.9819330058      0.9785369121      0.1153345261E-04
  0.4418699856      0.4418699856      0.4403492558      0.2312619213E-05
  0.4955040087      0.4955040087      0.4948732919      0.3978037121E-06
  0.3075068468      0.3075068468      0.3047903976      0.7379096300E-05
  0.1568942539      0.1568942539      0.1562519864      0.4125075769E-06
  0.8779801563      0.8779801563      0.8788625424      0.7786050875E-06
  0.5534864977E-02  0.5534864977E-02  0.1260845882E-01  0.5003572979E-04
  0.7701391358      0.7701391358      0.7726359275      0.6233968510E-05
  0.7769491107      0.7769491107      0.7794141062      0.6076202800E-05
  0.6049159883      0.6049159883      0.6061835876      0.1606807750E-05
  0.2668707731      0.2668707731      0.2642736009      0.6745303555E-05
  0.9237280330      0.9237280330      0.9230981402      0.3967650205E-06
  0.5864317521      0.5864317521      0.5874010889      0.9396139245E-06
  0.8056234754      0.8056234754      0.8078590201      0.4997660234E-05
  0.7862911994      0.7862911994      0.7886987344      0.5796224482E-05
  0.5320210627      0.5320210627      0.5320413975      0.4135063481E-09
  0.3564605827      0.3564605827      0.3539396801      0.6354949829E-05
  0.7973797951      0.7973797951      0.7996976440      0.5372423512E-05
  0.4309495463      0.4309495463      0.4292660196      0.2834262391E-05
  0.4102094047      0.4102094047      0.4082406611      0.3875951335E-05
  0.9139719054      0.9139719054      0.9137110934      0.6802287775E-07
  0.6844269830E-01  0.6844269830E-01  0.7150796677E-01  0.9395870798E-05
  0.6342557807      0.6342557807      0.6359538048      0.2883285723E-05
  0.1577937918      0.1577937918      0.1571243992      0.4480864443E-06
  0.4111599271      0.4111599271      0.4092034989      0.3827611425E-05
  0.2231684273E-01  0.2231684273E-01  0.2820171208E-01  0.3463168724E-04
  0.4214598770      0.4214598770      0.4196416894      0.3305806189E-05
  0.3891363591      0.3891363591      0.3869155604      0.4931946841E-05
  0.2082557827      0.2082557827      0.2063735384      0.3542843615E-05
